instance_id,error_code,severity_level,severity_name,subsystem_code,subsystem_name,mid,fault_category,machine,operation_code,run_id,title,primary_param,primary_param_name,primary_param_unit,primary_value,normal_min,normal_max,critical_min,critical_max,all_pvalues_json,recommended_action,related_codes,real_x_rms,real_y_rms,real_z_rms,real_crest,real_kurtosis,source,complaint_case_id
164,CLS-WN-001,6,WARNING,CLS,Coolant System,134,process_anomaly,M03,OP14,M03_OP14_inst0164,Coolant Tank — Refill Reminder,P033,Coolant Tank Level,%,69.9,20.0,100.0,5.0,100.0,"{""P033"": 69.9, ""P001"": 5129.281, ""P002"": 52.776}",Log event. No immediate action required. Review at end of shift.,CLS-MD-001,,,,,,synthetic_normal,
165,AXS-WN-001,6,WARNING,AXS,Axis Servo System,130,process_anomaly,M03,OP01,M03_OP01_inst0165,Following Error — Intermittent Spikes,P016,Axis Following Error,mm,0.041,0.0,0.05,0.0,2.0,"{""P016"": 0.041, ""P001"": 5206.091, ""P002"": 26.259}",Log event. No immediate action required. Review at end of shift.,AXS-MD-001|AXS-MJ-001,,,,,,synthetic_normal,
166,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M01,OP08,M01_OP08_inst0166,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,32.789,20.0,72.0,0.0,90.0,"{""P072"": 32.789, ""P001"": 1138.153, ""P002"": 77.318}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
167,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M03,OP07,M03_OP07_inst0167,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,2.527,0.0,4.5,0.0,11.2,"{""P060"": 2.527, ""P061"": 0.595, ""P062"": 2.427, ""P001"": 7774.768, ""P002"": 45.122}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
168,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M01,OP04,M01_OP04_inst0168,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,86.5,25.0,100.0,10.0,100.0,"{""P041"": 86.5, ""P001"": 7559.084, ""P002"": 82.228}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
169,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M03,OP14,M03_OP14_inst0169,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.589,2.0,4.5,0.5,6.0,"{""P040"": 2.589, ""P042"": 0.73, ""P001"": 7706.857, ""P002"": 11.964}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
170,CLS-WN-001,6,WARNING,CLS,Coolant System,134,process_anomaly,M03,OP11,M03_OP11_inst0170,Coolant Tank — Refill Reminder,P033,Coolant Tank Level,%,78.9,20.0,100.0,5.0,100.0,"{""P033"": 78.9, ""P001"": 3239.551, ""P002"": 71.888}",Log event. No immediate action required. Review at end of shift.,CLS-MD-001,,,,,,synthetic_normal,
171,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M01,OP14,M01_OP14_inst0171,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,598.286,560.0,620.0,480.0,680.0,"{""P090"": 598.286, ""P001"": 2189.223, ""P002"": 10.505}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
172,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M03,OP11,M03_OP11_inst0172,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,604.119,560.0,620.0,480.0,680.0,"{""P090"": 604.119, ""P001"": 4718.025, ""P002"": 69.905}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
173,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M01,OP11,M01_OP11_inst0173,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,594.91,560.0,620.0,480.0,680.0,"{""P090"": 594.91, ""P001"": 297.695, ""P002"": 75.16}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
174,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M03,OP02,M03_OP02_inst0174,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,3.27,0.0,4.5,0.0,11.2,"{""P060"": 3.27, ""P061"": 2.859, ""P062"": 2.089, ""P001"": 5638.51, ""P002"": 55.185}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
175,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M01,OP01,M01_OP01_inst0175,Spindle Idle — No Load Detected,P002,Spindle Load,%,40.7,0.0,85.0,0.0,105.0,"{""P002"": 40.7, ""P001"": 2504.48, ""P003"": 47.094}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
176,SPN-AD-001,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M01,OP08,M01_OP08_inst0176,Spindle Running at Reduced Speed — Override Active,P001,Spindle Speed,RPM,1318.0,100.0,8000.0,0.0,8500.0,"{""P001"": 1318, ""P083"": 54.437, ""P002"": 56.991, ""P003"": 60.873}",Performance advisory only. No maintenance action required.,SPN-MD-002,,,,,,synthetic_normal,
177,THM-WN-001,6,WARNING,THM,Thermal Management,146,process_anomaly,M03,OP11,M03_OP11_inst0177,Ambient Temperature — Above Recommended Range,P070,Ambient Temperature,°C,30.086,15.0,35.0,5.0,45.0,"{""P070"": 30.086, ""P001"": 7094.769, ""P002"": 55.668}",Log event. No immediate action required. Review at end of shift.,THM-MD-001,,,,,,synthetic_normal,
178,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP07,M03_OP07_inst0178,NC Block Counter,P082,NC Program Block Number,block,47561.0,0.0,99999.0,0.0,99999.0,"{""P082"": 47561, ""P001"": 2309.947, ""P002"": 58.674}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
179,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M02,OP07,M02_OP07_inst0179,Magazine Position Update,P020,Tool Magazine Position,slot,14.9,1.0,30.0,0.0,31.0,"{""P020"": 14.9, ""P001"": 6858.057, ""P002"": 8.445}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
180,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M03,OP11,M03_OP11_inst0180,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,597.532,560.0,620.0,480.0,680.0,"{""P090"": 597.532, ""P001"": 3245.303, ""P002"": 16.134}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
181,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M02,OP01,M02_OP01_inst0181,Spindle Idle — No Load Detected,P002,Spindle Load,%,31.0,0.0,85.0,0.0,105.0,"{""P002"": 31.0, ""P001"": 5169.465, ""P003"": 52.843}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
182,SPN-WN-002,6,WARNING,SPN,Spindle Drive System,128,spindle_bearing_fault,M01,OP14,M01_OP14_inst0182,Spindle Temperature — Warm-Up Reminder,P003,Spindle Motor Temperature,°C,53.92,20.0,75.0,0.0,95.0,"{""P003"": 53.92, ""P001"": 7911.685, ""P002"": 66.893}",Log event. No immediate action required. Review at end of shift.,SPN-MN-002|THM-NC-001,,,,,,synthetic_normal,
183,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M01,OP14,M01_OP14_inst0183,Magazine Position Update,P020,Tool Magazine Position,slot,12.8,1.0,30.0,0.0,31.0,"{""P020"": 12.8, ""P001"": 1736.543, ""P002"": 18.356}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
184,CLS-WN-001,6,WARNING,CLS,Coolant System,134,process_anomaly,M02,OP14,M02_OP14_inst0184,Coolant Tank — Refill Reminder,P033,Coolant Tank Level,%,64.1,20.0,100.0,5.0,100.0,"{""P033"": 64.1, ""P001"": 7214.195, ""P002"": 0.241}",Log event. No immediate action required. Review at end of shift.,CLS-MD-001,,,,,,synthetic_normal,
185,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M01,OP08,M01_OP08_inst0185,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.006,-0.01,0.01,-0.5,0.5,"{""P010"": -0.006, ""P011"": -0.007, ""P012"": 0.003, ""P001"": 303.663, ""P002"": 1.263}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
186,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M03,OP04,M03_OP04_inst0186,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,17.126,15.0,35.0,5.0,45.0,"{""P031"": 17.126, ""P001"": 2196.403, ""P002"": 10.774}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
187,THM-WN-001,6,WARNING,THM,Thermal Management,146,process_anomaly,M03,OP01,M03_OP01_inst0187,Ambient Temperature — Above Recommended Range,P070,Ambient Temperature,°C,30.22,15.0,35.0,5.0,45.0,"{""P070"": 30.22, ""P001"": 3862.343, ""P002"": 66.131}",Log event. No immediate action required. Review at end of shift.,THM-MD-001,,,,,,synthetic_normal,
188,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M03,OP01,M03_OP01_inst0188,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,29.873,20.0,35.0,5.0,40.0,"{""P052"": 29.873, ""P001"": 1850.243, ""P002"": 52.284}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
189,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M02,OP11,M02_OP11_inst0189,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,61.4,25.0,100.0,10.0,100.0,"{""P041"": 61.4, ""P001"": 580.521, ""P002"": 40.713}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
190,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M02,OP11,M02_OP11_inst0190,UPS Battery — Fully Charged,P093,UPS Battery Level,%,82.9,80.0,100.0,20.0,100.0,"{""P093"": 82.9, ""P001"": 5727.97, ""P002"": 37.703}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
191,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP08,M02_OP08_inst0191,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,28.763,20.0,75.0,0.0,95.0,"{""P003"": 28.763, ""P001"": 1096.914, ""P002"": 53.067}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
192,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M02,OP08,M02_OP08_inst0192,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,3.086,0.0,4.5,0.0,11.2,"{""P060"": 3.086, ""P061"": 2.042, ""P062"": 2.724, ""P001"": 883.51, ""P002"": 59.651}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
193,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M02,OP07,M02_OP07_inst0193,Magazine Position Update,P020,Tool Magazine Position,slot,14.2,1.0,30.0,0.0,31.0,"{""P020"": 14.2, ""P001"": 3369.127, ""P002"": 70.331}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
194,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M02,OP11,M02_OP11_inst0194,UPS Battery — Fully Charged,P093,UPS Battery Level,%,82.8,80.0,100.0,20.0,100.0,"{""P093"": 82.8, ""P001"": 3471.436, ""P002"": 56.534}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
195,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M01,OP11,M01_OP11_inst0195,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,609.383,560.0,620.0,480.0,680.0,"{""P090"": 609.383, ""P001"": 630.353, ""P002"": 70.701}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
196,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP01,M02_OP01_inst0196,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,41.881,20.0,75.0,0.0,95.0,"{""P003"": 41.881, ""P001"": 3043.91, ""P002"": 11.06}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
197,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M03,OP08,M03_OP08_inst0197,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,59.2,0.0,85.0,0.0,105.0,"{""P002"": 59.2, ""P001"": 5393.105, ""P003"": 42.594}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
198,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M03,OP01,M03_OP01_inst0198,Thermal Compensation Active,P070,Ambient Temperature,°C,24.747,15.0,35.0,5.0,45.0,"{""P070"": 24.747, ""P003"": 53.023, ""P001"": 2878.005, ""P002"": 49.123}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
199,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M01,OP11,M01_OP11_inst0199,Magazine Position Update,P020,Tool Magazine Position,slot,9.5,1.0,30.0,0.0,31.0,"{""P020"": 9.5, ""P001"": 6793.471, ""P002"": 29.76}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
200,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M01,OP14,M01_OP14_inst0200,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,595.85,560.0,620.0,480.0,680.0,"{""P090"": 595.85, ""P001"": 1886.657, ""P002"": 36.475}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
201,SPN-WN-002,6,WARNING,SPN,Spindle Drive System,128,spindle_bearing_fault,M03,OP11,M03_OP11_inst0201,Spindle Temperature — Warm-Up Reminder,P003,Spindle Motor Temperature,°C,63.467,20.0,75.0,0.0,95.0,"{""P003"": 63.467, ""P001"": 2212.837, ""P002"": 15.335}",Log event. No immediate action required. Review at end of shift.,SPN-MN-002|THM-NC-001,,,,,,synthetic_normal,
202,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M02,OP04,M02_OP04_inst0202,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,32.7,25.0,100.0,10.0,100.0,"{""P041"": 32.7, ""P001"": 6971.915, ""P002"": 48.137}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
203,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M01,OP02,M01_OP02_inst0203,UPS Battery — Fully Charged,P093,UPS Battery Level,%,87.9,80.0,100.0,20.0,100.0,"{""P093"": 87.9, ""P001"": 7777.302, ""P002"": 7.799}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
204,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M02,OP07,M02_OP07_inst0204,Magazine Position Update,P020,Tool Magazine Position,slot,9.2,1.0,30.0,0.0,31.0,"{""P020"": 9.2, ""P001"": 1343.533, ""P002"": 26.489}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
205,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M03,OP08,M03_OP08_inst0205,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,2.384,0.0,4.5,0.0,11.2,"{""P060"": 2.384, ""P061"": 0.237, ""P062"": 0.708, ""P001"": 4980.922, ""P002"": 57.287}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
206,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M02,OP11,M02_OP11_inst0206,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,73.6,25.0,100.0,10.0,100.0,"{""P041"": 73.6, ""P001"": 4895.9, ""P002"": 35.206}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
207,TCS-AD-001,8,ADVISORY,TCS,Tool Change System,132,process_anomaly,M03,OP01,M03_OP01_inst0207,Magazine Position Update,P020,Tool Magazine Position,slot,7.9,1.0,30.0,0.0,31.0,"{""P020"": 7.9, ""P001"": 976.029, ""P002"": 57.649}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
208,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP11,M03_OP11_inst0208,NC Block Counter,P082,NC Program Block Number,block,22336.0,0.0,99999.0,0.0,99999.0,"{""P082"": 22336, ""P001"": 1842.096, ""P002"": 83.678}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
209,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP02,M01_OP02_inst0209,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,51.5,0.0,85.0,0.0,105.0,"{""P002"": 51.5, ""P001"": 1768.748, ""P003"": 27.548}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
210,CLS-AD-001,8,ADVISORY,CLS,Coolant System,134,process_anomaly,M02,OP04,M02_OP04_inst0210,Coolant — Through-Spindle Active,P030,Coolant Flow Rate,L/min,18.7,15.0,40.0,5.0,50.0,"{""P030"": 18.7, ""P001"": 4029.344, ""P002"": 36.606}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
211,AXS-WN-001,6,WARNING,AXS,Axis Servo System,130,process_anomaly,M02,OP08,M02_OP08_inst0211,Following Error — Intermittent Spikes,P016,Axis Following Error,mm,0.037,0.0,0.05,0.0,2.0,"{""P016"": 0.037, ""P001"": 4052.073, ""P002"": 70.835}",Log event. No immediate action required. Review at end of shift.,AXS-MD-001|AXS-MJ-001,,,,,,synthetic_normal,
212,VIB-AD-001,8,ADVISORY,VIB,Vibration Monitoring,144,process_anomaly,M01,OP07,M01_OP07_inst0212,Vibration Baseline Update,P060,X-Axis Vibration RMS,mm/s,2.001,0.0,4.5,0.0,11.2,"{""P060"": 2.001, ""P061"": 0.19, ""P062"": 0.084, ""P001"": 7377.183, ""P002"": 73.279}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
213,THM-NC-001,7,NOTICE,THM,Thermal Management,146,process_anomaly,M03,OP07,M03_OP07_inst0213,Thermal Compensation Active,P070,Ambient Temperature,°C,22.676,15.0,35.0,5.0,45.0,"{""P070"": 22.676, ""P003"": 42.973, ""P001"": 1009.87, ""P002"": 1.773}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
214,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M01,OP14,M01_OP14_inst0214,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,3.742,0.0,4.5,0.0,11.2,"{""P060"": 3.742, ""P061"": 2.07, ""P062"": 3.103, ""P001"": 2958.636, ""P002"": 37.121}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
215,SPN-AD-001,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M01,OP07,M01_OP07_inst0215,Spindle Running at Reduced Speed — Override Active,P001,Spindle Speed,RPM,2750.0,100.0,8000.0,0.0,8500.0,"{""P001"": 2750, ""P083"": 62.876, ""P002"": 33.64, ""P003"": 37.065}",Performance advisory only. No maintenance action required.,SPN-MD-002,,,,,,synthetic_normal,
216,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M01,OP04,M01_OP04_inst0216,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.441,1.0,4.5,0.0,12.0,"{""P063"": 2.441, ""P001"": 703.397, ""P002"": 53.824}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
217,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M01,OP14,M01_OP14_inst0217,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,29.334,20.0,35.0,5.0,40.0,"{""P052"": 29.334, ""P001"": 5846.295, ""P002"": 69.611}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
218,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M01,OP01,M01_OP01_inst0218,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.007,-0.01,0.01,-0.5,0.5,"{""P010"": -0.007, ""P011"": -0.006, ""P012"": 0.002, ""P001"": 6105.701, ""P002"": 55.718}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
219,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M03,OP07,M03_OP07_inst0219,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,20.2,1.0,30.0,0.0,31.0,"{""P020"": 20.2, ""P001"": 4553.51, ""P002"": 49.255}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
220,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M03,OP04,M03_OP04_inst0220,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,2.488,0.0,4.5,0.0,11.2,"{""P060"": 2.488, ""P061"": 0.307, ""P062"": 1.99, ""P001"": 2492.281, ""P002"": 23.347}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
221,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP08,M02_OP08_inst0221,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,44.7,0.0,85.0,0.0,105.0,"{""P002"": 44.7, ""P001"": 3747.766, ""P003"": 22.068}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
222,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M02,OP01,M02_OP01_inst0222,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,603.538,560.0,620.0,480.0,680.0,"{""P090"": 603.538, ""P001"": 7821.211, ""P002"": 7.675}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
223,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M02,OP07,M02_OP07_inst0223,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,30.547,20.0,35.0,5.0,40.0,"{""P052"": 30.547, ""P001"": 7638.429, ""P002"": 62.808}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
224,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP14,M02_OP14_inst0224,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,59.5,0.0,85.0,0.0,105.0,"{""P002"": 59.5, ""P005"": 22.589, ""P001"": 4879.546, ""P003"": 47.575}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,,,,,,synthetic_normal,
